"id";"version";"changeset";"uid";"user";"date";"visible";"primitive";"source";"isTagCreation";"isTagDelete";"isTagModification";"isGeomEdition"
"777037416";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:47 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037418";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:47 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037420";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:47 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037423";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:27:38 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037328";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:18:36 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037330";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:27:38 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037332";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037334";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:18:36 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037338";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037339";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:18:36 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037341";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:27:38 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037343";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037312";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:20:33 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"697180639";"2";"9587957";"290680";"wheelmap_visitor";"Tue Oct 18 19:52:25 CEST 2011";"true";"OSMNode";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010";"false";"false";"false";"false"
"777037315";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:18:36 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"57379644";"3";"7240885";"17286";"Pieren";"Wed Feb 09 22:58:01 CET 2011";"true";"OSMWay";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2010";"false";"false";"true";"false"
"777037320";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037323";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:27:37 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037326";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037361";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:20:33 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037364";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:18:36 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037368";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:47 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037370";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:20:33 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037373";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:27:38 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037344";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:27:38 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037346";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:23:53 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037348";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:46 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037350";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:27:38 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"1202442195";"1";"7562649";"210173";"osmmaker";"Tue Mar 15 01:45:21 CET 2011";"true";"OSMNode";"bing";"false";"false";"false";"false"
"777037356";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:19:47 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
"777037358";"2";"9465758";"172867";"AmiFritz";"Tue Oct 04 03:27:38 CEST 2011";"true";"OSMNode";"null";"false";"false";"false";"false"
